Sample in Buffer,Sample in Window,TRIGGER,us_sensor_0_i/after_echo_count_ff[31:0],object_det_OBUF
30931,30931,0,00057d39,0
30932,30932,0,00057d3a,0
30933,30933,0,00057d3b,0
30934,30934,0,00057d3c,0
30935,30935,0,00057d3d,0
30936,30936,0,00057d3e,0
30937,30937,0,00057d3f,0
30938,30938,0,00057d40,0
30939,30939,0,00057d41,0
30940,30940,0,00057d42,0
30941,30941,0,00057d43,0
30942,30942,0,00057d44,0
30943,30943,0,00057d45,0
30944,30944,0,00057d46,0
30945,30945,0,00057d47,0
30946,30946,0,00057d48,0
30947,30947,0,00057d49,0
30948,30948,0,00057d4a,0
30949,30949,0,00057d4b,0
30950,30950,0,00057d4c,0
30951,30951,0,00057d4d,0
30952,30952,0,00057d4e,0
30953,30953,0,00057d4f,0
30954,30954,0,00057d50,0
30955,30955,0,00057d51,0
30956,30956,0,00057d52,0
30957,30957,0,00057d53,0
30958,30958,0,00057d54,0
30959,30959,0,00057d55,0
30960,30960,0,00057d56,0
30961,30961,0,00057d57,0
30962,30962,0,00057d58,0
30963,30963,0,00057d59,0
30964,30964,0,00057d5a,0
30965,30965,0,00057d5b,0
30966,30966,0,00057d5c,0
30967,30967,0,00057d5d,0
30968,30968,0,00057d5e,0
30969,30969,0,00057d5f,0
30970,30970,0,00057d60,0
30971,30971,0,00057d61,0
30972,30972,0,00057d62,0
30973,30973,0,00057d63,0
30974,30974,0,00057d64,0
30975,30975,0,00057d65,0
30976,30976,0,00057d66,0
30977,30977,0,00057d67,0
30978,30978,0,00057d68,0
30979,30979,0,00057d69,0
30980,30980,0,00057d6a,0
30981,30981,0,00057d6b,0
30982,30982,0,00057d6c,0
30983,30983,0,00057d6d,0
30984,30984,0,00057d6e,0
30985,30985,0,00057d6f,0
30986,30986,0,00057d70,0
30987,30987,0,00057d71,0
30988,30988,0,00057d72,0
30989,30989,0,00057d73,0
30990,30990,0,00057d74,0
30991,30991,0,00057d75,0
30992,30992,0,00057d76,0
30993,30993,0,00057d77,0
30994,30994,0,00057d78,0
30995,30995,0,00057d79,0
30996,30996,0,00057d7a,0
30997,30997,0,00057d7b,0
30998,30998,0,00057d7c,0
30999,30999,0,00057d7d,0
31000,31000,0,00057d7e,0
31001,31001,0,00057d7f,0
31002,31002,0,00057d80,0
31003,31003,0,00057d81,0
31004,31004,0,00057d82,0
31005,31005,0,00057d83,0
31006,31006,0,00057d84,0
31007,31007,0,00057d85,0
31008,31008,0,00057d86,0
31009,31009,0,00057d87,0
31010,31010,0,00057d88,0
31011,31011,0,00057d89,0
31012,31012,0,00057d8a,0
31013,31013,0,00057d8b,0
31014,31014,0,00057d8c,0
31015,31015,0,00057d8d,0
31016,31016,0,00057d8e,0
31017,31017,0,00057d8f,0
31018,31018,0,00057d90,0
31019,31019,0,00057d91,0
31020,31020,0,00057d92,0
31021,31021,0,00057d93,0
31022,31022,0,00057d94,0
31023,31023,0,00057d95,0
31024,31024,0,00057d96,0
31025,31025,0,00057d97,0
31026,31026,0,00057d98,0
31027,31027,0,00057d99,0
31028,31028,0,00057d9a,0
31029,31029,0,00057d9b,0
31030,31030,0,00057d9c,0
31031,31031,0,00057d9d,0
31032,31032,0,00057d9e,0
31033,31033,0,00057d9f,0
31034,31034,0,00057da0,0
31035,31035,0,00057da1,0
31036,31036,0,00057da2,0
31037,31037,0,00057da3,0
31038,31038,0,00057da4,0
31039,31039,0,00057da5,0
31040,31040,0,00057da6,0
31041,31041,0,00057da7,0
31042,31042,0,00057da8,0
31043,31043,0,00057da9,0
31044,31044,0,00057daa,0
31045,31045,0,00057dab,0
31046,31046,0,00057dac,0
31047,31047,0,00057dad,0
31048,31048,0,00057dae,0
31049,31049,0,00057daf,0
31050,31050,0,00057db0,0
31051,31051,0,00057db1,0
31052,31052,0,00057db2,0
31053,31053,0,00057db3,0
31054,31054,0,00057db4,0
31055,31055,0,00057db5,0
31056,31056,0,00057db6,0
31057,31057,0,00057db7,0
31058,31058,0,00057db8,0
31059,31059,0,00057db9,0
31060,31060,0,00057dba,0
31061,31061,0,00057dbb,0
31062,31062,0,00057dbc,0
31063,31063,0,00057dbd,0
31064,31064,0,00057dbe,0
31065,31065,0,00057dbf,0
31066,31066,0,00057dc0,0
31067,31067,0,00057dc1,0
31068,31068,0,00057dc2,0
31069,31069,0,00057dc3,0
31070,31070,0,00057dc4,0
31071,31071,0,00057dc5,0
31072,31072,0,00057dc6,0
31073,31073,0,00057dc7,0
31074,31074,0,00057dc8,0
31075,31075,0,00057dc9,0
31076,31076,0,00057dca,0
31077,31077,0,00057dcb,0
31078,31078,0,00057dcc,0
31079,31079,0,00057dcd,0
31080,31080,0,00057dce,0
31081,31081,0,00057dcf,0
31082,31082,0,00057dd0,0
31083,31083,0,00057dd1,0
31084,31084,0,00057dd2,0
31085,31085,0,00057dd3,0
31086,31086,0,00057dd4,0
31087,31087,0,00057dd5,0
31088,31088,0,00057dd6,0
31089,31089,0,00057dd7,0
31090,31090,0,00057dd8,0
31091,31091,0,00057dd9,0
31092,31092,0,00057dda,0
31093,31093,0,00057ddb,0
31094,31094,0,00057ddc,0
31095,31095,0,00057ddd,0
31096,31096,0,00057dde,0
31097,31097,0,00057ddf,0
31098,31098,0,00057de0,0
31099,31099,0,00057de1,0
31100,31100,0,00057de2,0
31101,31101,0,00057de3,0
31102,31102,0,00057de4,0
31103,31103,0,00057de5,0
31104,31104,0,00057de6,0
31105,31105,0,00057de7,0
31106,31106,0,00057de8,0
31107,31107,0,00057de9,0
31108,31108,0,00057dea,0
31109,31109,0,00057deb,0
31110,31110,0,00057dec,0
31111,31111,0,00057ded,0
31112,31112,0,00057dee,0
31113,31113,0,00057def,0
31114,31114,0,00057df0,0
31115,31115,0,00057df1,0
31116,31116,0,00057df2,0
31117,31117,0,00057df3,0
31118,31118,0,00057df4,0
31119,31119,0,00057df5,0
31120,31120,0,00057df6,0
31121,31121,0,00057df7,0
31122,31122,0,00057df8,0
31123,31123,0,00057df9,0
31124,31124,0,00057dfa,0
31125,31125,0,00057dfb,0
31126,31126,0,00057dfc,0
31127,31127,0,00057dfd,0
31128,31128,0,00057dfe,0
31129,31129,0,00057dff,0
31130,31130,0,00057e00,0
31131,31131,0,00057e01,0
31132,31132,0,00057e02,0
31133,31133,0,00057e03,0
31134,31134,0,00057e04,0
31135,31135,0,00057e05,0
31136,31136,0,00057e06,0
31137,31137,0,00057e07,0
31138,31138,0,00057e08,0
31139,31139,0,00057e09,0
31140,31140,0,00057e0a,0
31141,31141,0,00057e0b,0
31142,31142,0,00057e0c,0
31143,31143,0,00057e0d,0
31144,31144,0,00057e0e,0
31145,31145,0,00057e0f,0
31146,31146,0,00057e10,0
31147,31147,0,00057e11,0
31148,31148,0,00057e12,0
31149,31149,0,00057e13,0
31150,31150,0,00057e14,0
31151,31151,0,00057e15,0
31152,31152,0,00057e16,0
31153,31153,0,00057e17,0
31154,31154,0,00057e18,0
31155,31155,0,00057e19,0
31156,31156,0,00057e1a,0
31157,31157,0,00057e1b,0
31158,31158,0,00057e1c,0
31159,31159,0,00057e1d,0
31160,31160,0,00057e1e,0
31161,31161,0,00057e1f,0
31162,31162,0,00057e20,0
31163,31163,0,00057e21,0
31164,31164,0,00057e22,0
31165,31165,0,00057e23,0
31166,31166,0,00057e24,0
31167,31167,0,00057e25,0
31168,31168,0,00057e26,0
31169,31169,0,00057e27,0
31170,31170,0,00057e28,0
31171,31171,0,00057e29,0
31172,31172,0,00057e2a,0
31173,31173,0,00057e2b,0
31174,31174,0,00057e2c,0
31175,31175,0,00057e2d,0
31176,31176,0,00057e2e,0
31177,31177,0,00057e2f,0
31178,31178,0,00057e30,0
31179,31179,0,00057e31,0
31180,31180,0,00057e32,0
31181,31181,0,00057e33,0
31182,31182,0,00057e34,0
31183,31183,0,00057e35,0
31184,31184,0,00057e36,0
31185,31185,0,00057e37,0
31186,31186,0,00057e38,0
31187,31187,0,00057e39,0
31188,31188,0,00057e3a,0
31189,31189,0,00057e3b,0
31190,31190,0,00057e3c,0
31191,31191,0,00057e3d,0
31192,31192,0,00057e3e,0
31193,31193,0,00057e3f,0
31194,31194,0,00057e40,0
31195,31195,0,00057e41,0
31196,31196,0,00057e42,0
31197,31197,0,00057e43,0
31198,31198,0,00057e44,0
31199,31199,0,00057e45,0
31200,31200,0,00057e46,0
31201,31201,0,00057e47,0
31202,31202,0,00057e48,0
31203,31203,0,00057e49,0
31204,31204,0,00057e4a,0
31205,31205,0,00057e4b,0
31206,31206,0,00057e4c,0
31207,31207,0,00057e4d,0
31208,31208,0,00057e4e,0
31209,31209,0,00057e4f,0
31210,31210,0,00057e50,0
31211,31211,0,00057e51,0
31212,31212,0,00057e52,0
31213,31213,0,00057e53,0
31214,31214,0,00057e54,0
31215,31215,0,00057e55,0
31216,31216,0,00057e56,0
31217,31217,0,00057e57,0
31218,31218,0,00057e58,0
31219,31219,0,00057e59,0
31220,31220,0,00057e5a,0
31221,31221,0,00057e5b,0
31222,31222,0,00057e5c,0
31223,31223,0,00057e5d,0
31224,31224,0,00057e5e,0
31225,31225,0,00057e5f,0
31226,31226,0,00057e60,0
31227,31227,0,00057e61,0
31228,31228,0,00057e62,0
31229,31229,0,00057e63,0
31230,31230,0,00057e64,0
31231,31231,0,00057e65,0
31232,31232,0,00057e66,0
31233,31233,0,00057e67,0
31234,31234,0,00057e68,0
31235,31235,0,00057e69,0
31236,31236,0,00057e6a,0
31237,31237,0,00057e6b,0
31238,31238,0,00057e6c,0
31239,31239,0,00057e6d,0
31240,31240,0,00057e6e,0
31241,31241,0,00057e6f,0
31242,31242,0,00057e70,0
31243,31243,0,00057e71,0
31244,31244,0,00057e72,0
31245,31245,0,00057e73,0
31246,31246,0,00057e74,0
31247,31247,0,00057e75,0
31248,31248,0,00057e76,0
31249,31249,0,00057e77,0
31250,31250,0,00057e78,0
31251,31251,0,00057e79,0
31252,31252,0,00057e7a,0
31253,31253,0,00057e7b,0
31254,31254,0,00057e7c,0
31255,31255,0,00057e7d,0
31256,31256,0,00057e7e,0
31257,31257,0,00057e7f,0
31258,31258,0,00057e80,0
31259,31259,0,00057e81,0
31260,31260,0,00057e82,0
31261,31261,0,00057e83,0
31262,31262,0,00057e84,0
31263,31263,0,00057e85,0
31264,31264,0,00057e86,0
31265,31265,0,00057e87,0
31266,31266,0,00057e88,0
31267,31267,0,00057e89,0
31268,31268,0,00057e8a,0
31269,31269,0,00057e8b,0
31270,31270,0,00057e8c,0
31271,31271,0,00057e8d,0
31272,31272,0,00057e8e,0
31273,31273,0,00057e8f,0
31274,31274,0,00057e90,0
31275,31275,0,00057e91,0
31276,31276,0,00057e92,0
31277,31277,0,00057e93,0
31278,31278,0,00057e94,0
31279,31279,0,00057e95,0
31280,31280,0,00057e96,0
31281,31281,0,00057e97,0
31282,31282,0,00057e98,0
31283,31283,0,00057e99,0
31284,31284,0,00057e9a,0
31285,31285,0,00057e9b,0
31286,31286,0,00057e9c,0
31287,31287,0,00057e9d,0
31288,31288,0,00057e9e,0
31289,31289,0,00057e9f,0
31290,31290,0,00057ea0,0
31291,31291,0,00057ea1,0
31292,31292,0,00057ea2,0
31293,31293,0,00057ea3,0
31294,31294,0,00057ea4,0
31295,31295,0,00057ea5,0
31296,31296,0,00057ea6,0
31297,31297,0,00057ea7,0
31298,31298,0,00057ea8,0
31299,31299,0,00057ea9,0
31300,31300,0,00057eaa,0
31301,31301,0,00057eab,0
31302,31302,0,00057eac,0
31303,31303,0,00057ead,0
31304,31304,0,00057eae,0
31305,31305,0,00057eaf,0
31306,31306,0,00057eb0,0
31307,31307,0,00057eb1,0
31308,31308,0,00057eb2,0
31309,31309,0,00057eb3,0
31310,31310,0,00057eb4,0
31311,31311,0,00057eb5,0
31312,31312,0,00057eb6,0
31313,31313,0,00057eb7,0
31314,31314,0,00057eb8,0
31315,31315,0,00057eb9,0
31316,31316,0,00057eba,0
31317,31317,0,00057ebb,0
31318,31318,0,00057ebc,0
31319,31319,0,00057ebd,0
31320,31320,0,00057ebe,0
31321,31321,0,00057ebf,0
31322,31322,0,00057ec0,0
31323,31323,0,00057ec1,0
31324,31324,0,00057ec2,0
31325,31325,0,00057ec3,0
31326,31326,0,00057ec4,0
31327,31327,0,00057ec5,0
31328,31328,0,00057ec6,0
31329,31329,0,00057ec7,0
31330,31330,0,00057ec8,0
31331,31331,0,00057ec9,0
31332,31332,0,00057eca,0
31333,31333,0,00057ecb,0
31334,31334,0,00057ecc,0
31335,31335,0,00057ecd,0
31336,31336,0,00057ece,0
31337,31337,0,00057ecf,0
31338,31338,0,00057ed0,0
31339,31339,0,00057ed1,0
31340,31340,0,00057ed2,0
31341,31341,0,00057ed3,0
31342,31342,0,00057ed4,0
31343,31343,0,00057ed5,0
31344,31344,0,00057ed6,0
31345,31345,0,00057ed7,0
31346,31346,0,00057ed8,0
31347,31347,0,00057ed9,0
31348,31348,0,00057eda,0
31349,31349,0,00057edb,0
31350,31350,0,00057edc,0
31351,31351,0,00057edd,0
31352,31352,0,00057ede,0
31353,31353,0,00057edf,0
31354,31354,0,00057ee0,0
31355,31355,0,00057ee1,0
31356,31356,0,00057ee2,0
31357,31357,0,00057ee3,0
31358,31358,0,00057ee4,0
31359,31359,0,00057ee5,0
31360,31360,0,00057ee6,0
31361,31361,0,00057ee7,0
31362,31362,0,00057ee8,0
31363,31363,0,00057ee9,0
31364,31364,0,00057eea,0
31365,31365,0,00057eeb,0
31366,31366,0,00057eec,0
31367,31367,0,00057eed,0
31368,31368,0,00057eee,0
31369,31369,0,00057eef,0
31370,31370,0,00057ef0,0
31371,31371,0,00057ef1,0
31372,31372,0,00057ef2,0
31373,31373,0,00057ef3,0
31374,31374,0,00057ef4,0
31375,31375,0,00057ef5,0
31376,31376,0,00057ef6,0
31377,31377,0,00057ef7,0
31378,31378,0,00057ef8,0
31379,31379,0,00057ef9,0
31380,31380,0,00057efa,0
31381,31381,0,00057efb,0
31382,31382,0,00057efc,0
31383,31383,0,00057efd,0
31384,31384,0,00057efe,0
31385,31385,0,00057eff,0
31386,31386,0,00057f00,0
31387,31387,0,00057f01,0
31388,31388,0,00057f02,0
31389,31389,0,00057f03,0
31390,31390,0,00057f04,0
31391,31391,0,00057f05,0
31392,31392,0,00057f06,0
31393,31393,0,00057f07,0
31394,31394,0,00057f08,0
31395,31395,0,00057f09,0
31396,31396,0,00057f0a,0
31397,31397,0,00057f0b,0
31398,31398,0,00057f0c,0
31399,31399,0,00057f0d,0
31400,31400,0,00057f0e,0
31401,31401,0,00057f0f,0
31402,31402,0,00057f10,0
31403,31403,0,00057f11,0
31404,31404,0,00057f12,0
31405,31405,0,00057f13,0
31406,31406,0,00057f14,0
31407,31407,0,00057f15,0
31408,31408,0,00057f16,0
31409,31409,0,00057f17,0
31410,31410,0,00057f18,0
31411,31411,0,00057f19,0
31412,31412,0,00057f1a,0
31413,31413,0,00057f1b,0
31414,31414,0,00057f1c,0
31415,31415,0,00057f1d,0
31416,31416,0,00057f1e,0
31417,31417,0,00057f1f,0
31418,31418,0,00057f20,0
31419,31419,0,00057f21,0
31420,31420,0,00057f22,0
31421,31421,0,00057f23,0
31422,31422,0,00057f24,0
31423,31423,0,00057f25,0
31424,31424,0,00057f26,0
31425,31425,0,00057f27,0
31426,31426,0,00057f28,0
31427,31427,0,00057f29,0
31428,31428,0,00057f2a,0
31429,31429,0,00057f2b,0
31430,31430,0,00057f2c,0
31431,31431,0,00057f2d,0
31432,31432,0,00057f2e,0
31433,31433,0,00057f2f,0
31434,31434,0,00057f30,0
31435,31435,0,00057f31,0
31436,31436,0,00057f32,0
31437,31437,0,00057f33,0
31438,31438,0,00057f34,0
31439,31439,0,00057f35,0
31440,31440,0,00057f36,0
31441,31441,0,00057f37,0
31442,31442,0,00057f38,0
31443,31443,0,00057f39,0
31444,31444,0,00057f3a,0
31445,31445,0,00057f3b,0
31446,31446,0,00057f3c,0
31447,31447,0,00057f3d,0
31448,31448,0,00057f3e,0
31449,31449,0,00057f3f,0
31450,31450,0,00057f40,0
31451,31451,0,00057f41,0
31452,31452,0,00057f42,0
31453,31453,0,00057f43,0
31454,31454,0,00057f44,0
31455,31455,0,00057f45,0
31456,31456,0,00057f46,0
31457,31457,0,00057f47,0
31458,31458,0,00057f48,0
31459,31459,0,00057f49,0
31460,31460,0,00057f4a,0
31461,31461,0,00057f4b,0
31462,31462,0,00057f4c,0
31463,31463,0,00057f4d,0
31464,31464,0,00057f4e,0
31465,31465,0,00057f4f,0
31466,31466,0,00057f50,0
31467,31467,0,00057f51,0
31468,31468,0,00057f52,0
31469,31469,0,00057f53,0
31470,31470,0,00057f54,0
31471,31471,0,00057f55,0
31472,31472,0,00057f56,0
31473,31473,0,00057f57,0
31474,31474,0,00057f58,0
31475,31475,0,00057f59,0
31476,31476,0,00057f5a,0
31477,31477,0,00057f5b,0
31478,31478,0,00057f5c,0
31479,31479,0,00057f5d,0
31480,31480,0,00057f5e,0
31481,31481,0,00057f5f,0
31482,31482,0,00057f60,0
31483,31483,0,00057f61,0
31484,31484,0,00057f62,0
31485,31485,0,00057f63,0
31486,31486,0,00057f64,0
31487,31487,0,00057f65,0
31488,31488,0,00057f66,0
31489,31489,0,00057f67,0
31490,31490,0,00057f68,0
31491,31491,0,00057f69,0
31492,31492,0,00057f6a,0
31493,31493,0,00057f6b,0
31494,31494,0,00057f6c,0
31495,31495,0,00057f6d,0
31496,31496,0,00057f6e,0
31497,31497,0,00057f6f,0
31498,31498,0,00057f70,0
31499,31499,0,00057f71,0
31500,31500,0,00057f72,0
31501,31501,0,00057f73,0
31502,31502,0,00057f74,0
31503,31503,0,00057f75,0
31504,31504,0,00057f76,0
31505,31505,0,00057f77,0
31506,31506,0,00057f78,0
31507,31507,0,00057f79,0
31508,31508,0,00057f7a,0
31509,31509,0,00057f7b,0
31510,31510,0,00057f7c,0
31511,31511,0,00057f7d,0
31512,31512,0,00057f7e,0
31513,31513,0,00057f7f,0
31514,31514,0,00057f80,0
31515,31515,0,00057f81,0
31516,31516,0,00057f82,0
31517,31517,0,00057f83,0
31518,31518,0,00057f84,0
31519,31519,0,00057f85,0
31520,31520,0,00057f86,0
31521,31521,0,00057f87,0
31522,31522,0,00057f88,0
31523,31523,0,00057f89,0
31524,31524,0,00057f8a,0
31525,31525,0,00057f8b,0
31526,31526,0,00057f8c,0
31527,31527,0,00057f8d,0
31528,31528,0,00057f8e,0
31529,31529,0,00057f8f,0
31530,31530,0,00057f90,0
31531,31531,0,00057f91,0
31532,31532,0,00057f92,0
31533,31533,0,00057f93,0
31534,31534,0,00057f94,0
31535,31535,0,00057f95,0
31536,31536,0,00057f96,0
31537,31537,0,00057f97,0
31538,31538,0,00057f98,0
31539,31539,0,00057f99,0
31540,31540,0,00057f9a,0
31541,31541,0,00057f9b,0
31542,31542,0,00057f9c,0
31543,31543,0,00057f9d,0
31544,31544,0,00057f9e,0
31545,31545,0,00057f9f,0
31546,31546,0,00057fa0,0
31547,31547,0,00057fa1,0
31548,31548,0,00057fa2,0
31549,31549,0,00057fa3,0
31550,31550,0,00057fa4,0
31551,31551,0,00057fa5,0
31552,31552,0,00057fa6,0
31553,31553,0,00057fa7,0
31554,31554,0,00057fa8,0
31555,31555,0,00057fa9,0
31556,31556,0,00057faa,0
31557,31557,0,00057fab,0
31558,31558,0,00057fac,0
31559,31559,0,00057fad,0
31560,31560,0,00057fae,0
31561,31561,0,00057faf,0
31562,31562,0,00057fb0,0
31563,31563,0,00057fb1,0
31564,31564,0,00057fb2,0
31565,31565,0,00057fb3,0
31566,31566,0,00057fb4,0
31567,31567,0,00057fb5,0
31568,31568,0,00057fb6,0
31569,31569,0,00057fb7,0
31570,31570,0,00057fb8,0
31571,31571,0,00057fb9,0
31572,31572,0,00057fba,0
31573,31573,0,00057fbb,0
31574,31574,0,00057fbc,0
31575,31575,0,00057fbd,0
31576,31576,0,00057fbe,0
31577,31577,0,00057fbf,0
31578,31578,0,00057fc0,0
31579,31579,0,00057fc1,0
31580,31580,0,00057fc2,0
31581,31581,0,00057fc3,0
31582,31582,0,00057fc4,0
31583,31583,0,00057fc5,0
31584,31584,0,00057fc6,0
31585,31585,0,00057fc7,0
31586,31586,0,00057fc8,0
31587,31587,0,00057fc9,0
31588,31588,0,00057fca,0
31589,31589,0,00057fcb,0
31590,31590,0,00057fcc,0
31591,31591,0,00057fcd,0
31592,31592,0,00057fce,0
31593,31593,0,00057fcf,0
31594,31594,0,00057fd0,0
31595,31595,0,00057fd1,0
31596,31596,0,00057fd2,0
31597,31597,0,00057fd3,0
31598,31598,0,00057fd4,0
31599,31599,0,00057fd5,0
31600,31600,0,00057fd6,0
31601,31601,0,00057fd7,0
31602,31602,0,00057fd8,0
31603,31603,0,00057fd9,0
31604,31604,0,00057fda,0
31605,31605,0,00057fdb,0
31606,31606,0,00057fdc,0
31607,31607,0,00057fdd,0
31608,31608,0,00057fde,0
31609,31609,0,00057fdf,0
31610,31610,0,00057fe0,0
31611,31611,0,00057fe1,0
31612,31612,0,00057fe2,0
31613,31613,0,00057fe3,0
31614,31614,0,00057fe4,0
31615,31615,0,00057fe5,0
31616,31616,0,00057fe6,0
31617,31617,0,00057fe7,0
31618,31618,0,00057fe8,0
31619,31619,0,00057fe9,0
31620,31620,0,00057fea,0
31621,31621,0,00057feb,0
31622,31622,0,00057fec,0
31623,31623,0,00057fed,0
31624,31624,0,00057fee,0
31625,31625,0,00057fef,0
31626,31626,0,00057ff0,0
31627,31627,0,00057ff1,0
31628,31628,0,00057ff2,0
31629,31629,0,00057ff3,0
31630,31630,0,00057ff4,0
31631,31631,0,00057ff5,0
31632,31632,0,00057ff6,0
31633,31633,0,00057ff7,0
31634,31634,0,00057ff8,0
31635,31635,0,00057ff9,0
31636,31636,0,00057ffa,0
31637,31637,0,00057ffb,0
31638,31638,0,00057ffc,0
31639,31639,0,00057ffd,0
31640,31640,0,00057ffe,0
31641,31641,0,00057fff,0
31642,31642,0,00058000,0
31643,31643,0,00058001,0
31644,31644,0,00058002,0
31645,31645,0,00058003,0
31646,31646,0,00058004,0
31647,31647,0,00058005,0
31648,31648,0,00058006,0
31649,31649,0,00058007,0
31650,31650,0,00058008,0
31651,31651,0,00058009,0
31652,31652,0,0005800a,0
31653,31653,0,0005800b,0
31654,31654,0,0005800c,0
31655,31655,0,0005800d,0
31656,31656,0,0005800e,0
31657,31657,0,0005800f,0
31658,31658,0,00058010,0
31659,31659,0,00058011,0
31660,31660,0,00058012,0
31661,31661,0,00058013,0
31662,31662,0,00058014,0
31663,31663,0,00058015,0
31664,31664,0,00058016,0
31665,31665,0,00058017,0
31666,31666,0,00058018,0
31667,31667,0,00058019,0
31668,31668,0,0005801a,0
31669,31669,0,0005801b,0
31670,31670,0,0005801c,0
31671,31671,0,0005801d,0
31672,31672,0,0005801e,0
31673,31673,0,0005801f,0
31674,31674,0,00058020,0
31675,31675,0,00058021,0
31676,31676,0,00058022,0
31677,31677,0,00058023,0
31678,31678,0,00058024,0
31679,31679,0,00058025,0
31680,31680,0,00058026,0
31681,31681,0,00058027,0
31682,31682,0,00058028,0
31683,31683,0,00058029,0
31684,31684,0,0005802a,0
31685,31685,0,0005802b,0
31686,31686,0,0005802c,0
31687,31687,0,0005802d,0
31688,31688,0,0005802e,0
31689,31689,0,0005802f,0
31690,31690,0,00058030,0
31691,31691,0,00058031,0
31692,31692,0,00058032,0
31693,31693,0,00058033,0
31694,31694,0,00058034,0
31695,31695,0,00058035,0
31696,31696,0,00058036,0
31697,31697,0,00058037,0
31698,31698,0,00058038,0
31699,31699,0,00058039,0
31700,31700,0,0005803a,0
31701,31701,0,0005803b,0
31702,31702,0,0005803c,0
31703,31703,0,0005803d,0
31704,31704,0,0005803e,0
31705,31705,0,0005803f,0
31706,31706,0,00058040,0
31707,31707,0,00058041,0
31708,31708,0,00058042,0
31709,31709,0,00058043,0
31710,31710,0,00058044,0
31711,31711,0,00058045,0
31712,31712,0,00058046,0
31713,31713,0,00058047,0
31714,31714,0,00058048,0
31715,31715,0,00058049,0
31716,31716,0,0005804a,0
31717,31717,0,0005804b,0
31718,31718,0,0005804c,0
31719,31719,0,0005804d,0
31720,31720,0,0005804e,0
31721,31721,0,0005804f,0
31722,31722,0,00058050,0
31723,31723,0,00058051,0
31724,31724,0,00058052,0
31725,31725,0,00058053,0
31726,31726,0,00058054,0
31727,31727,0,00058055,0
31728,31728,0,00058056,0
31729,31729,0,00058057,0
31730,31730,0,00058058,0
31731,31731,0,00058059,0
31732,31732,0,0005805a,0
31733,31733,0,0005805b,0
31734,31734,0,0005805c,0
31735,31735,0,0005805d,0
31736,31736,0,0005805e,0
31737,31737,0,0005805f,0
31738,31738,0,00058060,0
31739,31739,0,00058061,0
31740,31740,0,00058062,0
31741,31741,0,00058063,0
31742,31742,0,00058064,0
31743,31743,0,00058065,0
31744,31744,0,00058066,0
31745,31745,0,00058067,0
31746,31746,0,00058068,0
31747,31747,0,00058069,0
31748,31748,0,0005806a,0
31749,31749,0,0005806b,0
31750,31750,0,0005806c,0
31751,31751,0,0005806d,0
31752,31752,0,0005806e,0
31753,31753,0,0005806f,0
31754,31754,0,00058070,0
31755,31755,0,00058071,0
31756,31756,0,00058072,0
31757,31757,0,00058073,0
31758,31758,0,00058074,0
31759,31759,0,00058075,0
31760,31760,0,00058076,0
31761,31761,0,00058077,0
31762,31762,0,00058078,0
31763,31763,0,00058079,0
31764,31764,0,0005807a,0
31765,31765,0,0005807b,0
31766,31766,0,0005807c,0
31767,31767,0,0005807d,0
31768,31768,0,0005807e,0
31769,31769,0,0005807f,0
31770,31770,0,00058080,0
31771,31771,0,00058081,0
31772,31772,0,00058082,0
31773,31773,0,00058083,0
31774,31774,0,00058084,0
31775,31775,0,00058085,0
31776,31776,0,00058086,0
31777,31777,0,00058087,0
31778,31778,0,00058088,0
31779,31779,0,00058089,0
31780,31780,0,0005808a,0
31781,31781,0,0005808b,0
31782,31782,0,0005808c,0
31783,31783,0,0005808d,0
31784,31784,0,0005808e,0
31785,31785,0,0005808f,0
31786,31786,0,00058090,0
31787,31787,0,00058091,0
31788,31788,0,00058092,0
31789,31789,0,00058093,0
31790,31790,0,00058094,0
31791,31791,0,00058095,0
31792,31792,0,00058096,0
31793,31793,0,00058097,0
31794,31794,0,00058098,0
31795,31795,0,00058099,0
31796,31796,0,0005809a,0
31797,31797,0,0005809b,0
31798,31798,0,0005809c,0
31799,31799,0,0005809d,0
31800,31800,0,0005809e,0
31801,31801,0,0005809f,0
31802,31802,0,000580a0,0
31803,31803,0,000580a1,0
31804,31804,0,000580a2,0
31805,31805,0,000580a3,0
31806,31806,0,000580a4,0
31807,31807,0,000580a5,0
31808,31808,0,000580a6,0
31809,31809,0,000580a7,0
31810,31810,0,000580a8,0
31811,31811,0,000580a9,0
31812,31812,0,000580aa,0
31813,31813,0,000580ab,0
31814,31814,0,000580ac,0
31815,31815,0,000580ad,0
31816,31816,0,000580ae,0
31817,31817,0,000580af,0
31818,31818,0,000580b0,0
31819,31819,0,000580b1,0
31820,31820,0,000580b2,0
31821,31821,0,000580b3,0
31822,31822,0,000580b4,0
31823,31823,0,000580b5,0
31824,31824,0,000580b6,0
31825,31825,0,000580b7,0
31826,31826,0,000580b8,0
31827,31827,0,000580b9,0
31828,31828,0,000580ba,0
31829,31829,0,000580bb,0
31830,31830,0,000580bc,0
31831,31831,0,000580bd,0
31832,31832,0,000580be,0
31833,31833,0,000580bf,0
31834,31834,0,000580c0,0
31835,31835,0,000580c1,0
31836,31836,0,000580c2,0
31837,31837,0,000580c3,0
31838,31838,0,000580c4,0
31839,31839,0,000580c5,0
31840,31840,0,000580c6,0
31841,31841,0,000580c7,0
31842,31842,0,000580c8,0
31843,31843,0,000580c9,0
